umur,jenis_kelamin,pekerjaan,stress_level_1_5,penyebab_stres,durasi_stres,kualitas_tidur_1_5,durasi_tidur_jam,waktu_luang_mnt,aktivitas_fisik_mnt,preferensi_olahraga,preferensi_baca,preferensi_jurnal,komitmen_hari_per_minggu,tujuan_utama,anxiety_score,depression_score,self_esteem_score,study_load_1_5,peer_pressure_1_5,social_support_1_5,future_concern_1_5,aktivitas_dipilih,durasi_menit,source
35,Female,Entrepreneur,5,Keuangan,>1 bulan,2,6.0,129,26,1,2,4,7,Tidur Lebih Baik,18,19,17,5,5,2,4,journaling,30,StudentStressFactors
54,Male,Doctor,5,Pekerjaan,>1 bulan,2,6.3,143,39,4,3,4,7,Tidur Lebih Baik,16,12,12,5,5,2,4,journaling,25,StudentStressFactors
23,Female,Student,5,Akademik,<1 minggu,2,4.0,86,20,2,4,3,7,Tidur Lebih Baik,7,12,15,3,5,2,5,membaca,45,StudentCopingMechanisms
38,Female,Scientist,4,Pekerjaan,1-2 minggu,2,6.9,157,42,4,2,3,5,Tidur Lebih Baik,12,9,18,5,4,3,4,olahraga,60,StudentCopingMechanisms
22,Female,Student,5,Keuangan,1-2 minggu,4,6.2,180,25,3,2,4,7,Lebih Produktif,9,3,11,3,3,3,1,olahraga,60,StudentStressFactors
38,Male,Accountant,2,Keuangan,2-4 minggu,5,7.7,200,63,4,3,1,3,Meningkatkan Energi,5,4,28,2,1,5,3,olahraga,30,StudentCopingMechanisms
43,Male,Software Engineer,3,Pekerjaan,2-4 minggu,2,7.6,139,34,1,3,2,5,Mengurangi Stres,8,8,22,2,4,4,2,membaca,60,StudentStressFactors
25,Male,Student,4,Lainnya,1-2 minggu,3,6.5,101,45,3,3,3,4,Meningkatkan Energi,6,7,20,3,3,3,2,olahraga,45,StudentCopingMechanisms
47,Female,Manager,5,Sosial,2-4 minggu,1,6.8,110,45,1,3,3,6,Tidur Lebih Baik,15,14,14,4,5,1,5,journaling,25,StudentStressFactors
18,Female,Student,3,Akademik,1-2 minggu,2,7.7,135,44,2,4,1,5,Mengurangi Stres,7,12,20,4,2,4,4,membaca,45,StudentStressFactors
22,Male,Software Engineer,5,Akademik,2-4 minggu,1,7.0,97,23,1,3,4,7,Tidur Lebih Baik,14,17,13,5,4,1,5,journaling,20,SleepHealthLifestyle
48,Female,Doctor,5,Keuangan,>1 bulan,1,6.9,106,33,4,2,3,5,Tidur Lebih Baik,18,18,11,5,5,1,5,journaling,25,StudentStressFactors
21,Male,Student,1,Akademik,2-4 minggu,1,5.9,153,45,3,2,4,3,Tidur Lebih Baik,13,17,14,3,1,3,3,journaling,15,StudentStressFactors
49,Female,Teacher,2,Keuangan,<1 minggu,4,7.6,200,49,3,3,1,4,Menenangkan Pikiran,5,4,23,2,3,3,2,membaca,30,SleepHealthLifestyle
22,Male,Student,5,Akademik,>1 bulan,2,7.0,109,20,2,3,4,7,Mengurangi Stres,9,10,18,4,4,1,5,journaling,20,StudentCopingMechanisms
22,Male,Nurse,3,Pekerjaan,1-2 minggu,4,7.4,140,53,3,1,3,4,Lebih Produktif,10,9,12,4,4,3,3,journaling,15,StudentStressFactors
34,Male,Doctor,5,Sosial,>1 bulan,2,5.8,142,29,3,4,4,6,Mengurangi Stres,14,16,18,5,5,1,4,journaling,25,SleepHealthLifestyle
37,Female,Graphic Designer,4,Keuangan,1-2 minggu,1,6.5,134,23,2,4,4,7,Tidur Lebih Baik,15,11,20,3,4,3,3,membaca,60,SleepHealthLifestyle
48,Male,Scientist,4,Sosial,<1 minggu,1,6.7,138,31,1,3,4,6,Mengurangi Stres,12,11,18,5,5,3,5,journaling,25,StudentCopingMechanisms
19,Female,Student,4,Lainnya,2-4 minggu,3,7.3,160,20,1,4,4,7,Lebih Produktif,3,7,22,2,3,3,2,journaling,25,StudentCopingMechanisms
25,Female,Accountant,4,Akademik,<1 minggu,2,7.2,143,31,3,3,3,4,Tidur Lebih Baik,14,13,16,3,4,3,3,membaca,45,SleepHealthLifestyle
33,Male,Software Engineer,5,Pekerjaan,>1 bulan,2,6.3,116,21,3,4,4,6,Tidur Lebih Baik,13,17,14,5,4,2,5,journaling,20,StudentCopingMechanisms
26,Male,Student,4,Lainnya,<1 minggu,3,6.4,155,20,2,2,4,5,Mengurangi Stres,3,6,21,2,3,2,3,journaling,25,StudentCopingMechanisms
50,Male,Teacher,3,Pekerjaan,2-4 minggu,3,7.6,197,54,3,3,1,4,Menenangkan Pikiran,10,9,17,2,4,3,4,olahraga,45,StudentStressFactors
22,Female,Student,3,Akademik,2-4 minggu,4,6.6,121,45,3,2,2,3,Lebih Produktif,6,4,19,2,2,2,3,olahraga,30,StudentCopingMechanisms
41,Male,Nurse,3,Pekerjaan,2-4 minggu,3,6.6,193,31,2,2,2,2,Lebih Produktif,9,10,16,3,3,2,3,membaca,30,StudentStressFactors
24,Female,Student,5,Keuangan,>1 bulan,5,6.0,120,26,2,2,3,5,Mengurangi Stres,4,23,6,4,3,2,2,journaling,25,StudentStressFactors
49,Male,Doctor,5,Pekerjaan,<1 minggu,1,5.4,86,41,2,4,4,7,Tidur Lebih Baik,15,12,14,4,5,1,5,journaling,20,SleepHealthLifestyle
23,Female,Student,5,Keuangan,2-4 minggu,5,4.5,176,29,3,4,4,6,Menenangkan Pikiran,18,10,18,2,5,3,5,journaling,25,StudentStressFactors
25,Male,Engineer,2,Pekerjaan,1-2 minggu,4,8.4,172,49,3,3,2,2,Menenangkan Pikiran,7,5,26,3,1,4,1,membaca,45,SleepHealthLifestyle
31,Female,Engineer,4,Pekerjaan,1-2 minggu,1,7.2,114,42,3,4,4,7,Tidur Lebih Baik,10,15,21,3,5,3,5,membaca,45,StudentStressFactors
20,Female,Student,2,Lainnya,2-4 minggu,5,8.8,180,75,4,1,1,4,Meningkatkan Energi,1,2,30,1,1,3,1,olahraga,45,StudentCopingMechanisms
52,Female,Teacher,2,Pekerjaan,<1 minggu,5,7.4,200,58,4,1,3,3,Meningkatkan Energi,5,7,18,2,2,5,1,olahraga,30,SleepHealthLifestyle
19,Female,Student,1,Akademik,2-4 minggu,2,6.6,135,61,4,4,4,4,Tidur Lebih Baik,13,10,30,3,4,3,1,membaca,45,StudentStressFactors
25,Female,Student,2,Akademik,<1 minggu,3,7.6,189,60,4,3,1,3,Menenangkan Pikiran,6,5,22,2,3,5,2,membaca,45,StudentStressFactors
26,Female,Student,4,Keuangan,<1 minggu,3,7.3,132,45,3,4,4,7,Meningkatkan Energi,3,4,22,3,3,2,2,journaling,25,StudentCopingMechanisms
25,Male,Student,3,Sosial,2-4 minggu,3,7.0,180,34,1,2,3,3,Meningkatkan Energi,9,6,18,3,3,3,4,journaling,15,SleepHealthLifestyle
35,Male,Engineer,4,Akademik,>1 bulan,1,7.7,110,43,4,2,3,6,Tidur Lebih Baik,11,12,16,4,5,2,3,olahraga,45,StudentCopingMechanisms
20,Male,Student,1,Akademik,2-4 minggu,2,7.2,180,54,3,1,3,1,Mengurangi Stres,21,18,25,3,4,3,4,journaling,30,StudentStressFactors
21,Male,Student,4,Akademik,>1 bulan,3,5.6,136,20,2,4,3,5,Mengurangi Stres,7,5,20,2,3,3,3,membaca,60,StudentCopingMechanisms
26,Male,Student,5,Akademik,>1 bulan,2,4.5,125,20,2,2,4,7,Tidur Lebih Baik,8,12,16,3,5,1,5,journaling,20,StudentCopingMechanisms
21,Female,Content Creator,4,Pekerjaan,2-4 minggu,3,7.0,174,33,1,2,3,4,Mengurangi Stres,11,11,18,3,4,2,4,journaling,25,StudentCopingMechanisms
19,Female,Student,1,Akademik,1-2 minggu,5,6.5,157,48,3,2,4,2,Meningkatkan Energi,4,17,8,3,3,3,3,journaling,15,StudentStressFactors
47,Male,Lawyer,4,Akademik,1-2 minggu,3,7.1,141,24,2,3,4,7,Mengurangi Stres,14,14,19,3,3,1,4,journaling,20,SleepHealthLifestyle
21,Female,Student,5,Keuangan,2-4 minggu,3,5.1,180,25,2,3,4,7,Tidur Lebih Baik,10,10,15,1,3,3,5,journaling,25,StudentStressFactors
52,Male,Accountant,3,Akademik,1-2 minggu,3,7.7,175,36,4,4,2,6,Meningkatkan Energi,10,9,22,4,4,4,4,membaca,60,StudentStressFactors
25,Female,Nurse,5,Keuangan,2-4 minggu,1,6.2,88,15,1,2,3,7,Mengurangi Stres,14,15,8,5,5,1,4,journaling,25,StudentStressFactors
25,Female,Student,4,Lainnya,1-2 minggu,3,6.9,157,54,4,3,3,7,Mengurangi Stres,14,11,21,5,3,3,4,journaling,25,SleepHealthLifestyle
47,Female,Scientist,2,Sosial,1-2 minggu,5,8.1,189,49,3,3,2,2,Lebih Produktif,9,6,21,3,3,5,2,membaca,45,StudentCopingMechanisms
20,Female,Student,5,Keuangan,1-2 minggu,5,6.0,106,43,3,4,3,7,Mengurangi Stres,21,5,16,4,2,1,5,journaling,25,StudentStressFactors
19,Female,Student,2,Akademik,1-2 minggu,4,7.3,185,50,3,3,2,3,Lebih Produktif,5,7,22,1,1,5,2,membaca,30,StudentStressFactors
41,Female,Manager,5,Pekerjaan,2-4 minggu,2,6.9,109,19,3,4,4,6,Mengurangi Stres,16,14,18,5,5,1,5,membaca,45,StudentCopingMechanisms
25,Female,Student,3,Akademik,2-4 minggu,3,6.7,140,50,4,3,2,5,Menenangkan Pikiran,8,11,16,4,4,3,2,olahraga,45,StudentStressFactors
30,Male,Teacher,3,Keuangan,2-4 minggu,2,7.0,156,45,3,1,1,5,Mengurangi Stres,5,5,20,2,2,4,2,olahraga,45,SleepHealthLifestyle
21,Female,Student,1,Akademik,<1 minggu,1,5.7,130,41,3,4,2,4,Mengurangi Stres,17,8,26,4,4,3,1,membaca,30,StudentStressFactors
50,Male,Teacher,2,Pekerjaan,2-4 minggu,3,7.4,200,64,4,4,2,3,Lebih Produktif,5,7,22,3,1,4,3,olahraga,45,StudentCopingMechanisms
33,Male,Software Engineer,4,Lainnya,1-2 minggu,2,7.4,114,56,2,4,3,7,Tidur Lebih Baik,12,11,20,4,5,1,4,membaca,60,StudentCopingMechanisms
18,Female,Student,5,Akademik,2-4 minggu,2,5.3,87,20,1,3,3,7,Mengurangi Stres,6,10,12,4,5,2,5,journaling,20,StudentCopingMechanisms
31,Female,Content Creator,4,Keuangan,1-2 minggu,2,6.6,169,43,3,3,3,4,Tidur Lebih Baik,14,12,18,5,3,2,3,journaling,25,StudentCopingMechanisms
21,Female,Student,3,Akademik,1-2 minggu,2,7.6,165,59,4,4,1,4,Tidur Lebih Baik,7,11,22,2,2,2,3,membaca,45,SleepHealthLifestyle
49,Female,Healthcare Worker,3,Sosial,<1 minggu,4,6.9,173,50,3,4,2,4,Lebih Produktif,7,9,20,2,3,2,3,membaca,30,StudentStressFactors
36,Male,Lawyer,5,Keuangan,2-4 minggu,2,7.3,124,22,2,3,4,7,Tidur Lebih Baik,15,17,16,5,5,2,5,journaling,20,SleepHealthLifestyle
19,Female,Student,4,Akademik,1-2 minggu,1,7.1,121,35,2,3,3,4,Tidur Lebih Baik,13,12,22,5,3,3,3,membaca,30,StudentStressFactors
27,Female,Student,4,Akademik,1-2 minggu,3,5.9,132,20,1,4,4,5,Meningkatkan Energi,3,5,20,3,3,2,4,membaca,60,StudentCopingMechanisms
22,Female,Student,4,Akademik,1-2 minggu,2,5.7,112,50,3,3,3,5,Tidur Lebih Baik,12,10,17,5,5,2,3,membaca,45,StudentStressFactors
47,Female,Software Engineer,3,Sosial,1-2 minggu,2,7.4,171,33,2,3,2,5,Tidur Lebih Baik,8,13,23,3,2,4,2,membaca,60,StudentCopingMechanisms
23,Male,Student,2,Lainnya,1-2 minggu,5,7.3,180,75,3,2,1,3,Meningkatkan Energi,3,4,29,1,1,5,1,olahraga,45,StudentCopingMechanisms
31,Male,Content Creator,3,Pekerjaan,2-4 minggu,3,7.2,188,58,3,1,2,4,Meningkatkan Energi,8,10,19,4,2,4,2,olahraga,45,StudentStressFactors
19,Male,Student,2,Lainnya,1-2 minggu,5,7.8,180,75,4,1,1,3,Menenangkan Pikiran,2,2,29,1,1,3,1,olahraga,30,StudentCopingMechanisms
45,Male,Software Engineer,4,Pekerjaan,>1 bulan,2,6.8,139,56,3,2,4,6,Mengurangi Stres,4,8,15,4,3,3,3,journaling,20,SleepHealthLifestyle
38,Male,Civil Servant,3,Keuangan,<1 minggu,4,7.5,140,53,3,3,3,5,Lebih Produktif,6,10,21,4,2,4,3,membaca,45,SleepHealthLifestyle
29,Female,Content Creator,2,Lainnya,<1 minggu,5,6.9,186,66,4,4,2,4,Menenangkan Pikiran,6,6,27,1,2,4,1,membaca,45,SleepHealthLifestyle
22,Male,Student,2,Akademik,<1 minggu,4,8.2,200,39,4,4,3,5,Lebih Produktif,7,7,22,2,2,5,2,membaca,45,SleepHealthLifestyle
48,Female,Doctor,5,Keuangan,1-2 minggu,2,6.8,94,47,4,3,4,7,Mengurangi Stres,17,16,13,4,5,1,5,journaling,25,StudentStressFactors
49,Female,Doctor,4,Pekerjaan,2-4 minggu,2,7.5,123,36,2,4,3,7,Tidur Lebih Baik,9,13,21,3,5,3,5,membaca,45,StudentCopingMechanisms
34,Male,Graphic Designer,2,Akademik,<1 minggu,4,7.9,163,68,4,4,3,3,Lebih Produktif,6,3,25,1,1,3,3,olahraga,45,SleepHealthLifestyle
18,Female,Student,2,Keuangan,1-2 minggu,4,6.6,180,45,3,2,1,3,Meningkatkan Energi,2,4,24,1,2,4,1,membaca,45,StudentCopingMechanisms
39,Male,Manager,4,Pekerjaan,2-4 minggu,2,6.3,158,35,3,2,4,6,Tidur Lebih Baik,5,4,19,3,3,3,3,journaling,20,SleepHealthLifestyle
21,Female,Student,2,Akademik,1-2 minggu,3,9.1,200,48,3,4,1,5,Meningkatkan Energi,8,7,24,1,1,4,2,membaca,45,StudentStressFactors
57,Female,Manager,4,Sosial,2-4 minggu,1,7.3,168,42,3,4,3,7,Tidur Lebih Baik,13,11,14,3,4,2,5,membaca,45,SleepHealthLifestyle
44,Male,Engineer,3,Pekerjaan,>1 bulan,3,7.3,139,61,4,2,2,5,Meningkatkan Energi,8,11,17,4,3,2,3,olahraga,45,StudentStressFactors
46,Female,Scientist,4,Pekerjaan,2-4 minggu,1,7.0,179,57,3,3,3,6,Tidur Lebih Baik,10,13,20,4,5,1,5,membaca,45,StudentCopingMechanisms
17,Male,Student,3,Sosial,>1 bulan,5,5.8,180,45,4,1,2,4,Mengurangi Stres,19,1,19,1,1,3,3,olahraga,45,StudentStressFactors
54,Female,Software Engineer,3,Sosial,1-2 minggu,2,7.5,183,50,3,4,1,4,Tidur Lebih Baik,9,8,23,4,2,3,2,membaca,45,SleepHealthLifestyle
18,Male,Student,4,Akademik,<1 minggu,3,5.6,81,20,3,3,3,5,Mengurangi Stres,5,6,20,4,4,3,4,olahraga,45,StudentCopingMechanisms
18,Female,Student,2,Lainnya,1-2 minggu,4,7.9,180,45,3,3,2,3,Meningkatkan Energi,2,3,26,1,2,4,1,membaca,45,StudentCopingMechanisms
36,Male,Doctor,5,Pekerjaan,>1 bulan,2,6.3,103,18,1,2,4,7,Tidur Lebih Baik,17,13,14,4,5,1,5,journaling,25,StudentStressFactors
22,Female,Student,3,Sosial,>1 bulan,3,7.6,160,64,4,3,1,5,Menenangkan Pikiran,7,11,17,2,4,4,4,olahraga,45,SleepHealthLifestyle
48,Male,Software Engineer,4,Akademik,>1 bulan,3,6.9,160,24,2,4,3,6,Mengurangi Stres,13,11,21,3,4,3,4,membaca,60,SleepHealthLifestyle
21,Male,Student,5,Keuangan,1-2 minggu,3,6.1,158,27,2,3,4,7,Tidur Lebih Baik,5,27,4,2,5,2,5,journaling,25,StudentStressFactors
25,Male,Student,4,Akademik,<1 minggu,3,6.9,139,43,3,4,4,6,Lebih Produktif,13,11,17,5,3,2,5,journaling,20,SleepHealthLifestyle
31,Male,Engineer,3,Pekerjaan,2-4 minggu,4,6.8,166,32,2,2,2,4,Meningkatkan Energi,9,7,13,4,2,3,4,membaca,30,StudentStressFactors
30,Female,Doctor,5,Pekerjaan,>1 bulan,1,6.7,120,33,1,4,4,7,Tidur Lebih Baik,16,15,14,4,4,1,5,journaling,30,SleepHealthLifestyle
39,Female,Teacher,3,Pekerjaan,>1 bulan,3,7.7,157,55,4,3,2,4,Meningkatkan Energi,8,11,17,4,3,3,2,olahraga,30,SleepHealthLifestyle
39,Male,Content Creator,2,Lainnya,1-2 minggu,5,7.7,161,41,4,4,2,3,Menenangkan Pikiran,10,6,23,3,3,5,1,membaca,30,StudentCopingMechanisms
29,Female,Sales Representative,5,Pekerjaan,>1 bulan,1,7.0,106,19,2,4,4,5,Mengurangi Stres,18,19,18,5,5,1,4,journaling,25,StudentStressFactors
17,Male,Student,2,Lainnya,1-2 minggu,4,7.6,128,75,4,3,1,5,Meningkatkan Energi,3,5,26,2,1,3,1,olahraga,60,StudentCopingMechanisms
21,Female,Student,5,Keuangan,1-2 minggu,1,5.4,71,25,3,3,3,7,Tidur Lebih Baik,12,27,7,5,4,3,3,olahraga,45,StudentStressFactors
17,Male,Student,2,Keuangan,2-4 minggu,4,7.5,200,58,3,3,3,4,Meningkatkan Energi,6,6,25,1,2,5,2,journaling,15,StudentCopingMechanisms
20,Female,Student,4,Akademik,2-4 minggu,3,5.9,165,45,3,3,4,7,Mengurangi Stres,7,8,22,2,3,3,4,journaling,25,StudentCopingMechanisms
18,Female,Student,2,Lainnya,<1 minggu,5,8.1,180,75,4,1,1,3,Lebih Produktif,0,0,27,1,1,5,1,olahraga,30,StudentCopingMechanisms
23,Male,Student,4,Keuangan,<1 minggu,3,6.4,113,45,3,4,4,7,Mengurangi Stres,6,4,22,3,3,4,3,membaca,60,StudentCopingMechanisms
39,Male,Nurse,4,Keuangan,>1 bulan,1,6.7,130,37,3,4,3,5,Mengurangi Stres,11,13,16,3,4,1,5,membaca,45,StudentCopingMechanisms
36,Female,Nurse,5,Keuangan,1-2 minggu,1,6.3,152,47,2,3,3,7,Tidur Lebih Baik,16,15,14,4,5,1,4,journaling,30,SleepHealthLifestyle
33,Male,Healthcare Worker,4,Pekerjaan,2-4 minggu,2,7.2,157,50,4,3,2,7,Tidur Lebih Baik,12,12,18,4,4,3,4,olahraga,45,StudentCopingMechanisms
40,Female,Software Engineer,4,Pekerjaan,2-4 minggu,3,6.5,117,41,3,4,2,5,Mengurangi Stres,12,14,18,3,5,3,3,membaca,45,StudentStressFactors
25,Male,Student,2,Akademik,1-2 minggu,5,7.6,169,46,4,3,2,5,Lebih Produktif,9,6,23,1,2,3,2,olahraga,45,StudentStressFactors
54,Female,Sales Representative,3,Keuangan,2-4 minggu,4,6.7,173,36,4,4,1,4,Meningkatkan Energi,10,7,20,2,3,4,4,membaca,30,SleepHealthLifestyle
22,Female,Student,1,Akademik,2-4 minggu,4,6.5,63,41,3,3,4,4,Mengurangi Stres,20,21,28,5,3,3,3,journaling,25,StudentStressFactors
24,Male,Student,2,Akademik,>1 bulan,4,7.0,200,55,2,4,3,5,Lebih Produktif,8,4,22,1,3,3,1,membaca,45,SleepHealthLifestyle
18,Female,Student,1,Akademik,<1 minggu,3,6.5,180,47,3,2,4,4,Tidur Lebih Baik,21,10,19,1,4,3,1,journaling,30,StudentStressFactors
55,Female,Engineer,2,Pekerjaan,<1 minggu,4,7.5,197,45,3,4,1,5,Menenangkan Pikiran,6,9,23,3,1,3,1,membaca,45,StudentCopingMechanisms
17,Female,Student,5,Keuangan,1-2 minggu,4,5.9,180,26,2,3,4,7,Mengurangi Stres,10,25,1,1,2,2,4,journaling,30,StudentStressFactors
39,Male,Engineer,4,Akademik,2-4 minggu,3,7.1,121,26,2,3,4,7,Mengurangi Stres,12,11,20,4,3,1,5,journaling,25,StudentCopingMechanisms
21,Female,Student,2,Akademik,<1 minggu,5,7.7,166,49,2,4,2,3,Meningkatkan Energi,6,6,28,3,2,4,1,membaca,45,SleepHealthLifestyle
18,Female,Student,2,Akademik,1-2 minggu,5,8.8,185,66,3,4,2,3,Meningkatkan Energi,3,6,22,2,3,3,1,membaca,45,SleepHealthLifestyle
34,Female,Accountant,2,Pekerjaan,<1 minggu,3,8.4,200,59,3,4,2,3,Meningkatkan Energi,6,5,22,2,2,4,1,membaca,30,StudentCopingMechanisms
22,Female,Teacher,2,Pekerjaan,2-4 minggu,4,7.4,200,72,3,4,3,4,Meningkatkan Energi,4,8,20,1,3,5,1,membaca,30,SleepHealthLifestyle
20,Male,Student,3,Sosial,1-2 minggu,3,7.2,170,48,2,4,1,4,Menenangkan Pikiran,8,10,21,3,3,2,2,membaca,30,StudentCopingMechanisms
25,Male,Civil Servant,3,Keuangan,<1 minggu,3,8.2,200,55,3,2,1,4,Meningkatkan Energi,10,9,19,4,3,2,3,olahraga,30,StudentCopingMechanisms
24,Male,Student,4,Akademik,<1 minggu,3,5.9,111,20,3,4,3,6,Mengurangi Stres,6,7,20,3,4,3,3,olahraga,60,StudentCopingMechanisms
17,Female,Student,3,Akademik,<1 minggu,2,6.7,148,39,3,4,3,6,Tidur Lebih Baik,11,10,22,4,4,4,3,membaca,45,StudentStressFactors
32,Male,Teacher,4,Lainnya,2-4 minggu,1,6.7,147,47,2,4,2,6,Tidur Lebih Baik,11,12,22,4,5,3,5,membaca,45,SleepHealthLifestyle
51,Female,Scientist,2,Akademik,<1 minggu,3,7.9,200,46,2,4,1,5,Lebih Produktif,6,3,20,1,3,5,3,membaca,45,SleepHealthLifestyle
31,Female,Engineer,2,Pekerjaan,1-2 minggu,3,8.8,200,56,3,4,3,3,Menenangkan Pikiran,7,2,25,2,3,4,2,membaca,45,SleepHealthLifestyle
19,Male,Student,5,Keuangan,>1 bulan,3,5.5,180,34,1,4,4,7,Mengurangi Stres,4,8,9,1,4,3,3,membaca,45,StudentStressFactors
19,Male,Student,3,Lainnya,<1 minggu,3,7.6,197,37,3,3,3,5,Menenangkan Pikiran,11,9,21,2,4,3,2,membaca,45,StudentStressFactors
19,Male,Student,3,Sosial,2-4 minggu,4,6.3,116,37,3,3,3,5,Lebih Produktif,10,16,25,5,1,3,4,journaling,20,StudentStressFactors
41,Male,Software Engineer,3,Pekerjaan,<1 minggu,2,7.1,170,58,3,4,2,6,Tidur Lebih Baik,10,13,25,3,3,3,4,membaca,60,StudentCopingMechanisms
19,Female,Student,4,Akademik,2-4 minggu,3,5.8,84,20,3,3,4,6,Mengurangi Stres,6,8,21,3,3,4,4,olahraga,45,StudentCopingMechanisms
47,Female,Teacher,3,Keuangan,<1 minggu,2,6.6,130,58,3,3,2,5,Tidur Lebih Baik,9,9,17,3,2,4,2,membaca,45,SleepHealthLifestyle
22,Male,Student,1,Lainnya,<1 minggu,5,8.6,180,75,4,2,1,4,Lebih Produktif,0,0,28,1,1,5,1,olahraga,45,StudentCopingMechanisms
19,Female,Student,2,Lainnya,1-2 minggu,5,8.8,156,75,4,2,2,4,Menenangkan Pikiran,0,2,25,2,1,4,1,olahraga,30,StudentCopingMechanisms
53,Female,Teacher,3,Sosial,<1 minggu,2,6.7,195,38,3,4,1,6,Mengurangi Stres,8,9,23,3,4,3,3,membaca,45,StudentCopingMechanisms
55,Female,Doctor,5,Pekerjaan,>1 bulan,2,6.3,110,45,3,4,4,6,Mengurangi Stres,7,11,11,1,4,2,4,membaca,60,SleepHealthLifestyle
48,Male,Doctor,4,Pekerjaan,2-4 minggu,1,7.1,134,46,4,2,3,7,Tidur Lebih Baik,13,16,16,3,4,3,5,journaling,25,StudentStressFactors
48,Male,Scientist,2,Pekerjaan,2-4 minggu,4,7.7,165,48,4,3,3,3,Lebih Produktif,7,6,21,3,1,4,3,journaling,20,StudentCopingMechanisms
20,Female,Student,2,Lainnya,<1 minggu,4,8.7,180,75,4,2,1,5,Lebih Produktif,1,1,26,1,1,4,1,olahraga,45,StudentCopingMechanisms
21,Female,Software Engineer,3,Pekerjaan,2-4 minggu,3,6.8,174,56,3,1,1,4,Meningkatkan Energi,3,5,19,2,2,4,2,olahraga,30,SleepHealthLifestyle
40,Male,Engineer,3,Sosial,1-2 minggu,2,7.3,137,40,3,3,1,4,Tidur Lebih Baik,9,6,21,2,4,4,3,membaca,45,StudentCopingMechanisms
37,Female,Lawyer,4,Sosial,2-4 minggu,1,6.8,149,35,4,2,3,7,Tidur Lebih Baik,12,13,15,4,5,3,4,olahraga,60,StudentStressFactors
57,Male,Doctor,4,Pekerjaan,1-2 minggu,1,7.5,172,41,3,4,4,7,Tidur Lebih Baik,15,13,16,5,5,2,5,journaling,25,SleepHealthLifestyle
53,Male,Lawyer,4,Pekerjaan,>1 bulan,2,7.1,178,38,3,4,3,6,Tidur Lebih Baik,13,15,19,3,3,3,3,membaca,45,SleepHealthLifestyle
19,Female,Student,4,Keuangan,<1 minggu,3,6.9,141,30,2,3,4,5,Lebih Produktif,13,11,19,5,4,2,3,journaling,20,StudentStressFactors
23,Female,Student,5,Akademik,2-4 minggu,2,5.1,110,20,2,3,4,6,Tidur Lebih Baik,6,7,13,3,4,3,4,membaca,60,StudentCopingMechanisms
23,Female,Student,2,Lainnya,<1 minggu,4,7.9,180,75,4,2,2,4,Meningkatkan Energi,4,2,27,1,1,4,2,olahraga,45,StudentCopingMechanisms
56,Female,Manager,3,Sosial,2-4 minggu,2,7.8,153,58,4,3,3,6,Tidur Lebih Baik,10,11,20,2,4,2,2,membaca,45,StudentStressFactors
27,Male,Student,2,Lainnya,<1 minggu,5,8.1,180,75,4,3,1,3,Lebih Produktif,2,1,25,1,1,4,1,membaca,45,StudentCopingMechanisms
55,Female,Nurse,3,Pekerjaan,2-4 minggu,2,8.3,165,59,3,4,1,4,Tidur Lebih Baik,8,5,22,2,2,2,4,membaca,30,SleepHealthLifestyle
20,Female,Student,3,Akademik,<1 minggu,4,7.1,152,45,4,2,3,4,Lebih Produktif,3,7,25,2,2,4,3,olahraga,45,StudentCopingMechanisms
41,Male,Software Engineer,5,Akademik,1-2 minggu,2,7.1,95,44,2,4,4,7,Tidur Lebih Baik,17,14,10,5,4,2,5,membaca,60,StudentCopingMechanisms
52,Female,Engineer,3,Sosial,2-4 minggu,2,7.7,165,60,3,4,3,4,Mengurangi Stres,9,7,20,3,3,4,4,membaca,30,StudentStressFactors
47,Female,Lawyer,5,Akademik,2-4 minggu,2,7.4,149,38,3,2,4,7,Tidur Lebih Baik,15,13,14,4,5,2,4,journaling,20,SleepHealthLifestyle
27,Female,Student,4,Lainnya,<1 minggu,3,6.4,109,45,3,2,4,7,Mengurangi Stres,3,4,19,3,3,4,2,journaling,25,StudentCopingMechanisms
17,Male,Student,4,Akademik,>1 bulan,1,7.1,155,37,4,2,4,7,Tidur Lebih Baik,10,12,18,3,5,3,3,olahraga,45,StudentStressFactors
24,Male,Student,4,Akademik,1-2 minggu,3,7.0,121,41,3,3,3,5,Menenangkan Pikiran,15,12,18,3,4,3,5,journaling,20,StudentCopingMechanisms
20,Female,Student,2,Akademik,1-2 minggu,3,7.2,200,51,3,4,2,4,Menenangkan Pikiran,5,7,26,1,2,3,1,membaca,45,StudentCopingMechanisms
43,Female,Lawyer,4,Keuangan,1-2 minggu,1,7.2,154,52,3,2,3,4,Mengurangi Stres,12,10,17,3,3,1,5,journaling,25,StudentCopingMechanisms
45,Male,Doctor,5,Sosial,2-4 minggu,2,5.6,132,34,2,4,3,7,Mengurangi Stres,15,20,11,5,4,1,4,membaca,45,SleepHealthLifestyle
30,Male,Nurse,3,Sosial,1-2 minggu,2,7.5,137,51,3,1,2,4,Tidur Lebih Baik,9,12,18,2,2,3,2,olahraga,30,SleepHealthLifestyle
25,Male,Student,2,Keuangan,<1 minggu,4,7.4,150,75,4,2,1,4,Lebih Produktif,2,4,24,2,1,3,2,olahraga,45,StudentCopingMechanisms
